st_cty,low,med,high,tot_hesi
VA Prince William County,0.1,0.05,0.03,0.18
VA Pulaski County,0.13,0.06,0.04,0.23
VA Rappahannock County,0.12,0.06,0.04,0.22
VA Richmond County,0.12,0.06,0.04,0.22
VA Roanoke County,0.12,0.06,0.04,0.22
VA Rockbridge County,0.14,0.07,0.05,0.26
VA Rockingham County,0.13,0.06,0.04,0.23
VA Russell County,0.16,0.08,0.06,0.3
VA Scott County,0.16,0.08,0.06,0.3
VA Shenandoah County,0.13,0.07,0.05,0.25
VA Smyth County,0.14,0.07,0.05,0.26
VA Southampton County,0.13,0.06,0.04,0.23
VA Spotsylvania County,0.12,0.06,0.04,0.22
VA Stafford County,0.12,0.06,0.04,0.22
VA Surry County,0.14,0.07,0.05,0.26
VA Sussex County,0.14,0.07,0.05,0.26
VA Tazewell County,0.16,0.08,0.06,0.3
VA Warren County,0.13,0.07,0.05,0.25
VA Washington County,0.14,0.07,0.05,0.26
VA Westmoreland County,0.12,0.06,0.04,0.22
VA Wise County,0.16,0.08,0.06,0.3
VA Wythe County,0.14,0.07,0.05,0.26
VA York County,0.1,0.05,0.03,0.18
VA Alexandria city,0.09,0.04,0.03,0.16
,0.12,0.06,0.04,0.22
VA Bristol city,0.14,0.07,0.05,0.26
VA Buena Vista city,0.14,0.07,0.05,0.26
VA Charlottesville city,0.1,0.05,0.03,0.18
VA Chesapeake city,0.13,0.06,0.04,0.23
VA Colonial Heights city,0.14,0.07,0.05,0.26
VA Covington city,0.11,0.06,0.04,0.21
VA Danville city,0.14,0.07,0.05,0.26
VA Emporia city,0.14,0.07,0.05,0.26
VA Fairfax city,0.08,0.04,0.03,0.15
VA Falls Church city,0.05,0.03,0.02,0.1
VA Franklin city,0.13,0.06,0.04,0.23
VA Fredericksburg city,0.12,0.06,0.04,0.22
VA Galax city,0.14,0.07,0.05,0.26
VA Hampton city,0.13,0.06,0.04,0.23
VA Harrisonburg city,0.13,0.06,0.04,0.23
VA Hopewell city,0.14,0.07,0.05,0.26
VA Lexington city,0.14,0.07,0.05,0.26
VA Lynchburg city,0.14,0.07,0.05,0.26
VA Manassas city,0.11,0.06,0.04,0.21
VA Manassas Park city,0.11,0.06,0.04,0.21
VA Martinsville city,0.14,0.07,0.05,0.26
VA Newport News city,0.15,0.07,0.05,0.27
VA Norfolk city,0.15,0.07,0.05,0.27
VA Norton city,0.16,0.08,0.06,0.3
VA Petersburg city,0.14,0.07,0.05,0.26
VA Poquoson city,0.1,0.05,0.03,0.18
VA Portsmouth city,0.14,0.07,0.04,0.25
VA Radford city,0.13,0.06,0.04,0.23
VA Richmond city,0.13,0.06,0.04,0.23
VA Roanoke city,0.14,0.07,0.04,0.25
VA Salem city,0.14,0.07,0.04,0.25
VA Staunton city,0.14,0.07,0.05,0.26
VA Suffolk city,0.13,0.06,0.04,0.23
VA Virginia Beach city,0.11,0.05,0.04,0.2
VA Waynesboro city,0.14,0.07,0.05,0.26
VA Williamsburg city,0.1,0.05,0.03,0.18
VA Winchester city,0.12,0.06,0.04,0.22
WA Adams County,0.12,0.07,0.05,0.24
WA Asotin County,0.12,0.07,0.05,0.24
WA Benton County,0.12,0.08,0.05,0.25
WA Chelan County,0.12,0.08,0.05,0.25
WA Clallam County,0.11,0.07,0.05,0.23
WA Clark County,0.12,0.08,0.06,0.26
WA Columbia County,0.12,0.07,0.05,0.24
WA Cowlitz County,0.13,0.08,0.06,0.27
WA Douglas County,0.12,0.08,0.05,0.25
WA Ferry County,0.14,0.09,0.07,0.3
WA Franklin County,0.13,0.08,0.06,0.27
WA Garfield County,0.12,0.07,0.05,0.24
WA Grant County,0.14,0.08,0.06,0.28
WA Grays Harbor County,0.13,0.08,0.06,0.27
WA Island County,0.11,0.07,0.05,0.23
WA Jefferson County,0.11,0.07,0.05,0.23
WA King County,0.09,0.06,0.04,0.19
WA Kitsap County,0.12,0.07,0.05,0.24
WA Kittitas County,0.14,0.08,0.06,0.28
WA Klickitat County,0.13,0.09,0.06,0.28
WA Lewis County,0.13,0.09,0.06,0.28
WA Lincoln County,0.12,0.07,0.05,0.24
WA Mason County,0.13,0.08,0.06,0.27
WA Okanogan County,0.14,0.09,0.07,0.3
WA Pacific County,0.13,0.08,0.06,0.27
WA Pend Oreille County,0.14,0.09,0.07,0.3
WA Pierce County,0.12,0.08,0.06,0.26
WA San Juan County,0.11,0.07,0.05,0.23
WA Skagit County,0.11,0.07,0.05,0.23
WA Skamania County,0.13,0.09,0.06,0.28
WA Snohomish County,0.11,0.07,0.05,0.23
WA Spokane County,0.13,0.08,0.06,0.27
WA Stevens County,0.14,0.09,0.07,0.3
WA Thurston County,0.12,0.08,0.05,0.25
WA Wahkiakum County,0.13,0.08,0.06,0.27
WA Walla Walla County,0.12,0.08,0.06,0.26
WA Whatcom County,0.12,0.07,0.05,0.24
WA Whitman County,0.12,0.07,0.05,0.24
WA Yakima County,0.13,0.08,0.06,0.27
WV Barbour County,0.16,0.1,0.08,0.34
WV Berkeley County,0.14,0.09,0.07,0.3
WV Boone County,0.16,0.1,0.08,0.34
WV Braxton County,0.17,0.11,0.08,0.36
WV Brooke County,0.14,0.09,0.07,0.3
WV Cabell County,0.16,0.1,0.08,0.34
WV Calhoun County,0.17,0.11,0.08,0.36
WV Clay County,0.15,0.1,0.07,0.32
WV Doddridge County,0.15,0.1,0.08,0.33
WV Fayette County,0.16,0.1,0.08,0.34
WV Gilmer County,0.17,0.11,0.08,0.36
WV Grant County,0.16,0.1,0.08,0.34
WV Greenbrier County,0.16,0.1,0.08,0.34
WV Hampshire County,0.14,0.09,0.07,0.3
WV Hancock County,0.14,0.09,0.07,0.3
WV Hardy County,0.16,0.1,0.08,0.34
WV Harrison County,0.15,0.1,0.08,0.33
WV Jackson County,0.17,0.11,0.08,0.36
WV Jefferson County,0.14,0.09,0.07,0.3
WV Kanawha County,0.15,0.1,0.07,0.32
WV Lewis County,0.16,0.1,0.08,0.34
WV Lincoln County,0.16,0.1,0.08,0.34
WV Logan County,0.18,0.12,0.09,0.39
WV McDowell County,0.18,0.12,0.09,0.39
WV Marion County,0.15,0.1,0.08,0.33
WV Marshall County,0.14,0.09,0.07,0.3
WV Mason County,0.16,0.1,0.08,0.34
WV Mercer County,0.16,0.1,0.08,0.34
WV Mineral County,0.14,0.09,0.07,0.3
WV Mingo County,0.18,0.12,0.09,0.39
WV Monongalia County,0.14,0.09,0.07,0.3
WV Monroe County,0.16,0.1,0.08,0.34
WV Morgan County,0.14,0.09,0.07,0.3
WV Nicholas County,0.16,0.1,0.08,0.34
WV Ohio County,0.14,0.09,0.07,0.3
WV Pendleton County,0.16,0.1,0.08,0.34
WV Pleasants County,0.15,0.1,0.07,0.32
WV Pocahontas County,0.16,0.1,0.08,0.34
WV Preston County,0.14,0.09,0.07,0.3
WV Putnam County,0.16,0.1,0.08,0.34
WV Raleigh County,0.16,0.1,0.08,0.34
WV Randolph County,0.16,0.1,0.08,0.34
WV Ritchie County,0.17,0.11,0.08,0.36
WV Roane County,0.17,0.11,0.08,0.36
WV Summers County,0.16,0.1,0.08,0.34
WV Taylor County,0.15,0.1,0.08,0.33
WV Tucker County,0.16,0.1,0.08,0.34
WV Tyler County,0.17,0.11,0.08,0.36
WV Upshur County,0.16,0.1,0.08,0.34
WV Wayne County,0.16,0.1,0.08,0.34
WV Webster County,0.16,0.1,0.08,0.34
WV Wetzel County,0.17,0.11,0.08,0.36
WV Wirt County,0.15,0.1,0.07,0.32
WV Wood County,0.15,0.1,0.07,0.32
WV Wyoming County,0.18,0.12,0.09,0.39
WI Adams County,0.2,0.15,0.09,0.44
WI Ashland County,0.2,0.15,0.09,0.44
WI Barron County,0.22,0.16,0.1,0.48
WI Bayfield County,0.2,0.15,0.09,0.44
WI Brown County,0.2,0.15,0.09,0.44
WI Buffalo County,0.21,0.16,0.1,0.47
WI Burnett County,0.2,0.15,0.09,0.44
WI Calumet County,0.2,0.15,0.09,0.44
WI Chippewa County,0.2,0.15,0.09,0.44
WI Clark County,0.22,0.16,0.1,0.48
WI Columbia County,0.2,0.15,0.09,0.44
WI Crawford County,0.21,0.16,0.1,0.47
WI Dane County,0.16,0.12,0.07,0.35
WI Dodge County,0.2,0.16,0.09,0.45
WI Door County,0.2,0.15,0.09,0.44
WI Douglas County,0.2,0.15,0.09,0.44
WI Dunn County,0.19,0.14,0.09,0.42
WI Eau Claire County,0.2,0.15,0.09,0.44
WI Florence County,0.2,0.15,0.09,0.44
WI Fond du Lac County,0.2,0.15,0.09,0.44
WI Forest County,0.2,0.15,0.09,0.44
WI Grant County,0.21,0.16,0.09,0.46
WI Green County,0.21,0.16,0.09,0.46
WI Green Lake County,0.21,0.16,0.1,0.47
WI Iowa County,0.21,0.16,0.09,0.46
WI Iron County,0.2,0.15,0.09,0.44
WI Jackson County,0.21,0.16,0.1,0.47
WI Jefferson County,0.2,0.16,0.09,0.45
WI Juneau County,0.2,0.15,0.09,0.44
WI Kenosha County,0.2,0.15,0.09,0.44
WI Kewaunee County,0.2,0.15,0.09,0.44
WI La Crosse County,0.2,0.15,0.09,0.44
WI Lafayette County,0.21,0.16,0.09,0.46
WI Langlade County,0.2,0.15,0.09,0.44
WI Lincoln County,0.2,0.15,0.09,0.44
WI Manitowoc County,0.2,0.15,0.09,0.44
WI Marathon County,0.19,0.14,0.08,0.41
WI Marinette County,0.2,0.15,0.09,0.44
WI Marquette County,0.21,0.16,0.1,0.47
WI Menominee County,0.21,0.16,0.1,0.47
WI Milwaukee County,0.21,0.15,0.09,0.45
WI Monroe County,0.21,0.16,0.1,0.47
WI Oconto County,0.2,0.15,0.09,0.44
WI Oneida County,0.2,0.15,0.09,0.44
WI Outagamie County,0.2,0.15,0.09,0.44
WI Ozaukee County,0.17,0.13,0.08,0.38
WI Pepin County,0.21,0.16,0.1,0.47
WI Pierce County,0.21,0.16,0.1,0.47
WI Polk County,0.22,0.16,0.1,0.48
WI Portage County,0.2,0.15,0.09,0.44
WI Price County,0.2,0.15,0.09,0.44
WI Racine County,0.22,0.16,0.1,0.48
WI Richland County,0.21,0.16,0.09,0.46
WI Rock County,0.21,0.15,0.09,0.45
WI Rusk County,0.2,0.15,0.09,0.44
WI St. Croix County,0.19,0.14,0.09,0.42
WI Sauk County,0.2,0.15,0.09,0.44
WI Sawyer County,0.2,0.15,0.09,0.44
WI Shawano County,0.21,0.16,0.1,0.47
WI Sheboygan County,0.2,0.15,0.09,0.44
WI Taylor County,0.2,0.15,0.09,0.44
WI Trempealeau County,0.21,0.16,0.1,0.47
WI Vernon County,0.21,0.16,0.1,0.47
WI Vilas County,0.2,0.15,0.09,0.44
WI Walworth County,0.19,0.15,0.09,0.43
WI Washburn County,0.2,0.15,0.09,0.44
WI Washington County,0.17,0.13,0.08,0.38
WI Waukesha County,0.15,0.12,0.07,0.34
WI Waupaca County,0.21,0.16,0.1,0.47
WI Waushara County,0.21,0.16,0.1,0.47
WI Winnebago County,0.21,0.16,0.09,0.46
WI Wood County,0.2,0.15,0.09,0.44
WY Albany County,0.27,0.19,0.14,0.6
WY Big Horn County,0.27,0.21,0.15,0.63
WY Campbell County,0.29,0.23,0.17,0.69
WY Carbon County,0.29,0.23,0.16,0.68
WY Converse County,0.29,0.23,0.16,0.68
WY Crook County,0.29,0.23,0.17,0.69
WY Fremont County,0.28,0.22,0.16,0.66
WY Goshen County,0.29,0.23,0.17,0.69
WY Hot Springs County,0.28,0.22,0.16,0.66
WY Johnson County,0.29,0.23,0.17,0.69
WY Laramie County,0.27,0.19,0.14,0.6
WY Lincoln County,0.27,0.21,0.15,0.63
WY Natrona County,0.29,0.23,0.16,0.68
WY Niobrara County,0.29,0.23,0.17,0.69
WY Park County,0.27,0.21,0.15,0.63
WY Platte County,0.29,0.23,0.17,0.69
WY Sheridan County,0.27,0.21,0.15,0.63
WY Sublette County,0.28,0.22,0.16,0.66
WY Sweetwater County,0.28,0.22,0.16,0.66
WY Teton County,0.27,0.21,0.15,0.63
WY Uinta County,0.28,0.22,0.16,0.66
WY Washakie County,0.29,0.23,0.17,0.69
WY Weston County,0.29,0.23,0.17,0.69
